contractId,subscriptionYear,policyYear,propertyType,surface,riskZone,formula,franchise,premiumHT,brokerCommission,coverageStartDate,coverageEndDate,cancellationDate,cancellationReason
MRH_2022_00648,2022,1,Maison,72,2,Essentielle,300,206.27,41.25,2023-05-10,2024-05-09,,
MRH_2022_00648,2022,2,Maison,72,2,Essentielle,300,212.46,42.49,2024-05-10,2025-05-09,,
MRH_2022_00649,2022,0,Maison,148,3,Premium,300,470.6,94.12,2022-05-06,2023-05-05,,
MRH_2022_00649,2022,1,Maison,148,3,Premium,300,484.72,96.94,2023-05-06,2024-05-05,,
MRH_2022_00649,2022,2,Maison,148,3,Premium,300,499.26,99.85,2024-05-06,2025-05-05,,
MRH_2022_00650,2022,0,Appartement,55,2,Premium,300,225.39,45.08,2022-05-06,2023-05-05,,
MRH_2022_00650,2022,1,Appartement,55,2,Premium,300,232.15,46.43,2023-05-06,2024-05-05,,
MRH_2022_00650,2022,2,Appartement,55,2,Premium,300,239.12,47.82,2024-05-06,2025-05-05,,
MRH_2022_00651,2022,0,Maison,100,3,Essentielle,500,226.78,45.36,2022-04-20,2023-04-19,,
MRH_2022_00651,2022,1,Maison,100,3,Essentielle,500,233.58,46.72,2023-04-20,2024-04-19,,
MRH_2022_00651,2022,2,Maison,100,3,Essentielle,500,240.59,48.12,2024-04-20,2025-04-19,,
MRH_2022_00652,2022,0,Maison,103,1,Essentielle,300,212.78,42.56,2022-08-01,2023-07-31,,
MRH_2022_00652,2022,1,Maison,103,1,Essentielle,300,219.16,43.83,2023-08-01,2024-07-31,,
MRH_2022_00652,2022,2,Maison,103,1,Essentielle,300,225.74,45.15,2024-08-01,2025-07-31,,
MRH_2022_00653,2022,0,Maison,173,2,Confort,500,349.16,69.83,2022-10-01,2023-09-30,,
MRH_2022_00653,2022,1,Maison,173,2,Confort,500,359.63,71.93,2023-10-01,2024-09-30,,
MRH_2022_00653,2022,2,Maison,173,2,Confort,500,370.42,74.08,2024-10-01,2025-09-30,,
MRH_2022_00654,2022,0,Appartement,49,3,Premium,150,248.11,49.62,2022-09-08,2023-09-07,,
MRH_2022_00654,2022,1,Appartement,49,3,Premium,150,170.84,34.17,2023-09-08,2024-05-08,2024-05-08,Déménagement
MRH_2022_00655,2022,0,Appartement,86,3,Confort,150,251.9,50.38,2022-06-18,2023-06-17,,
MRH_2022_00655,2022,1,Appartement,86,3,Confort,150,259.46,51.89,2023-06-18,2024-06-17,,
MRH_2022_00655,2022,2,Appartement,86,3,Confort,150,267.24,53.45,2024-06-18,2025-06-17,,
MRH_2022_00656,2022,0,Maison,105,4,Essentielle,300,290.81,58.16,2022-03-18,2023-03-17,,
MRH_2022_00656,2022,1,Maison,105,4,Essentielle,300,176.44,35.29,2023-03-18,2023-10-18,2023-10-18,Prix trop élevé
MRH_2022_00657,2022,0,Appartement,55,3,Confort,500,167.9,33.58,2022-12-07,2023-12-06,,
MRH_2022_00657,2022,1,Appartement,55,3,Confort,500,172.94,34.59,2023-12-07,2024-12-06,,
MRH_2022_00657,2022,2,Appartement,55,3,Confort,500,178.13,35.63,2024-12-07,2025-12-06,,
MRH_2022_00658,2022,0,Maison,132,3,Confort,150,371.8,74.36,2022-09-21,2023-09-20,,
MRH_2022_00658,2022,1,Maison,132,3,Confort,150,382.95,76.59,2023-09-21,2024-09-20,,
MRH_2022_00658,2022,2,Maison,132,3,Confort,150,394.44,78.89,2024-09-21,2025-09-20,,
MRH_2022_00659,2022,0,Maison,50,1,Essentielle,150,170.87,34.17,2022-07-04,2023-07-03,,
MRH_2022_00659,2022,1,Maison,50,1,Essentielle,150,176.0,35.2,2023-07-04,2024-07-03,,
MRH_2022_00659,2022,2,Maison,50,1,Essentielle,150,181.28,36.26,2024-07-04,2025-07-03,,
MRH_2022_00660,2022,0,Appartement,90,5,Premium,300,412.43,82.49,2022-12-19,2023-12-18,,
MRH_2022_00660,2022,1,Appartement,90,5,Premium,300,424.8,84.96,2023-12-19,2024-12-18,,
MRH_2022_00660,2022,2,Appartement,90,5,Premium,300,109.09,21.82,2024-12-19,2025-03-19,2025-03-19,Insatisfaction service
MRH_2022_00661,2022,0,Maison,50,1,Confort,300,182.75,36.55,2022-01-06,2023-01-05,,
MRH_2022_00661,2022,1,Maison,50,1,Confort,300,188.23,37.65,2023-01-06,2024-01-05,,
MRH_2022_00661,2022,2,Maison,50,1,Confort,300,193.88,38.78,2024-01-06,2025-01-05,,
MRH_2022_00662,2022,0,Maison,136,1,Confort,150,321.64,64.33,2022-02-04,2023-02-03,,
MRH_2022_00662,2022,1,Maison,136,1,Confort,150,331.29,66.26,2023-02-04,2024-02-03,,
MRH_2022_00662,2022,2,Maison,136,1,Confort,150,341.23,68.25,2024-02-04,2025-02-03,,
MRH_2022_00663,2022,0,Appartement,73,4,Premium,500,288.15,57.63,2022-06-04,2023-06-03,,
MRH_2022_00663,2022,1,Appartement,73,4,Premium,500,296.79,59.36,2023-06-04,2024-06-03,,
MRH_2022_00663,2022,2,Appartement,73,4,Premium,500,305.7,61.14,2024-06-04,2025-06-03,,
MRH_2022_00664,2022,0,Appartement,40,4,Confort,150,202.4,40.48,2022-10-06,2023-10-05,,
MRH_2022_00664,2022,1,Appartement,40,4,Confort,150,208.47,41.69,2023-10-06,2024-10-05,,
MRH_2022_00664,2022,2,Appartement,40,4,Confort,150,214.73,42.95,2024-10-06,2025-10-05,,
MRH_2022_00665,2022,0,Appartement,31,3,Confort,150,161.15,32.23,2022-03-04,2023-03-03,,
MRH_2022_00665,2022,1,Appartement,31,3,Confort,150,165.98,33.2,2023-03-04,2024-03-03,,
MRH_2022_00665,2022,2,Appartement,31,3,Confort,150,170.96,34.19,2024-03-04,2025-03-03,,
MRH_2022_00666,2022,0,Appartement,84,2,Premium,150,307.02,61.4,2022-01-01,2022-12-31,,
MRH_2022_00666,2022,1,Appartement,84,2,Premium,150,316.23,63.25,2023-01-01,2023-12-31,,
MRH_2022_00666,2022,2,Appartement,84,2,Premium,150,325.72,65.14,2024-01-01,2024-12-31,,
MRH_2022_00667,2022,0,Maison,151,4,Confort,300,421.47,84.29,2022-04-05,2023-04-04,,
MRH_2022_00667,2022,1,Maison,151,4,Confort,300,434.11,86.82,2023-04-05,2024-04-04,,
MRH_2022_00667,2022,2,Maison,151,4,Confort,300,447.14,89.43,2024-04-05,2025-04-04,,
MRH_2022_00668,2022,0,Appartement,48,5,Confort,150,255.42,51.08,2022-10-06,2023-10-05,,
MRH_2022_00668,2022,1,Appartement,48,5,Confort,150,263.08,52.62,2023-10-06,2024-10-05,,
MRH_2022_00668,2022,2,Appartement,48,5,Confort,150,270.98,54.2,2024-10-06,2025-10-05,,
MRH_2022_00669,2022,0,Appartement,74,3,Confort,300,211.0,42.2,2022-02-17,2023-02-16,,
MRH_2022_00669,2022,1,Appartement,74,3,Confort,300,217.33,43.47,2023-02-17,2024-02-16,,
MRH_2022_00669,2022,2,Appartement,74,3,Confort,300,223.85,44.77,2024-02-17,2025-02-16,,
MRH_2022_00670,2022,0,Maison,89,5,Confort,500,339.69,67.94,2022-11-22,2023-11-21,,
MRH_2022_00670,2022,1,Maison,89,5,Confort,500,349.88,69.98,2023-11-22,2024-11-21,,
MRH_2022_00670,2022,2,Maison,89,5,Confort,500,61.21,12.24,2024-11-22,2025-01-22,2025-01-22,Prix trop élevé
MRH_2022_00671,2022,0,Maison,164,2,Confort,150,403.37,80.67,2022-01-21,2023-01-20,,
MRH_2022_00671,2022,1,Maison,164,2,Confort,150,415.47,83.09,2023-01-21,2024-01-20,,
MRH_2022_00671,2022,2,Maison,164,2,Confort,150,427.94,85.59,2024-01-21,2025-01-20,,
MRH_2022_00672,2022,0,Appartement,59,3,Premium,500,225.45,45.09,2022-01-04,2023-01-03,,
MRH_2022_00672,2022,1,Appartement,59,3,Premium,500,232.21,46.44,2023-01-04,2024-01-03,,
MRH_2022_00672,2022,2,Appartement,59,3,Premium,500,239.18,47.84,2024-01-04,2025-01-03,,
MRH_2022_00673,2022,0,Appartement,71,1,Premium,500,209.93,41.99,2022-10-19,2023-10-18,,
MRH_2022_00673,2022,1,Appartement,71,1,Premium,500,216.23,43.25,2023-10-19,2024-10-18,,
MRH_2022_00673,2022,2,Appartement,71,1,Premium,500,222.71,44.54,2024-10-19,2025-10-18,,
MRH_2022_00674,2022,0,Maison,75,2,Confort,300,239.88,47.98,2022-04-04,2023-04-03,,
MRH_2022_00674,2022,1,Maison,75,2,Confort,300,247.08,49.42,2023-04-04,2024-04-03,,
MRH_2022_00674,2022,2,Maison,75,2,Confort,300,254.49,50.9,2024-04-04,2025-04-03,,
MRH_2022_00675,2022,0,Appartement,72,3,Essentielle,500,162.66,32.53,2022-03-07,2023-03-06,,
MRH_2022_00675,2022,1,Appartement,72,3,Essentielle,500,167.54,33.51,2023-03-07,2024-03-06,,
MRH_2022_00675,2022,2,Appartement,72,3,Essentielle,500,172.57,34.51,2024-03-07,2025-03-06,,
MRH_2022_00676,2022,0,Appartement,58,1,Confort,300,158.95,31.79,2022-05-07,2023-05-06,,
MRH_2022_00676,2022,1,Appartement,58,1,Confort,300,163.72,32.74,2023-05-07,2024-05-06,,
MRH_2022_00676,2022,2,Appartement,58,1,Confort,300,140.91,28.18,2024-05-07,2025-03-07,2025-03-07,Déménagement
MRH_2022_00677,2022,0,Appartement,86,3,Confort,300,229.0,45.8,2022-05-20,2023-05-19,,
MRH_2022_00677,2022,1,Appartement,86,3,Confort,300,235.87,47.17,2023-05-20,2024-05-19,,
MRH_2022_00677,2022,2,Appartement,86,3,Confort,300,242.95,48.59,2024-05-20,2025-05-19,,
MRH_2022_00678,2022,0,Maison,148,5,Confort,300,488.7,97.74,2022-02-14,2023-02-13,,
MRH_2022_00678,2022,1,Maison,148,5,Confort,300,503.36,100.67,2023-02-14,2024-02-13,,
MRH_2022_00678,2022,2,Maison,148,5,Confort,300,518.46,103.69,2024-02-14,2025-02-13,,
MRH_2022_00679,2022,0,Maison,56,2,Confort,300,212.8,42.56,2022-04-11,2023-04-10,,
MRH_2022_00679,2022,1,Maison,56,2,Confort,300,219.18,43.84,2023-04-11,2024-04-10,,
MRH_2022_00679,2022,2,Maison,56,2,Confort,300,225.76,45.15,2024-04-11,2025-04-10,,
MRH_2022_00680,2022,0,Maison,78,5,Premium,150,496.14,99.23,2022-07-02,2023-07-01,,
MRH_2022_00680,2022,1,Maison,78,5,Premium,150,343.02,68.6,2023-07-02,2024-03-02,2024-03-02,Vente du bien
MRH_2022_00681,2022,0,Appartement,36,4,Premium,500,211.81,42.36,2022-08-08,2023-08-07,,
MRH_2022_00681,2022,1,Appartement,36,4,Premium,500,19.13,3.83,2023-08-08,2023-09-08,2023-09-08,Insatisfaction service
MRH_2022_00682,2022,0,Maison,111,1,Essentielle,150,243.59,48.72,2022-01-16,2023-01-15,,
MRH_2022_00682,2022,1,Maison,111,1,Essentielle,150,250.9,50.18,2023-01-16,2024-01-15,,
MRH_2022_00682,2022,2,Maison,111,1,Essentielle,150,258.42,51.68,2024-01-16,2025-01-15,,
MRH_2022_00683,2022,0,Appartement,35,5,Confort,300,205.88,41.18,2022-12-13,2023-12-12,,
MRH_2022_00683,2022,1,Appartement,35,5,Confort,300,212.06,42.41,2023-12-13,2024-12-12,,
MRH_2022_00683,2022,2,Appartement,35,5,Confort,300,218.42,43.68,2024-12-13,2025-12-12,,
MRH_2022_00684,2022,0,Maison,97,3,Essentielle,150,266.94,53.39,2022-07-23,2023-07-22,,
MRH_2022_00684,2022,1,Maison,97,3,Essentielle,150,274.95,54.99,2023-07-23,2024-07-22,,
MRH_2022_00684,2022,2,Maison,97,3,Essentielle,150,167.59,33.52,2024-07-23,2025-02-23,2025-02-23,Concurrent moins cher
MRH_2022_00685,2022,0,Maison,80,2,Confort,300,247.0,49.4,2022-12-02,2023-12-01,,
MRH_2022_00685,2022,1,Maison,80,2,Confort,300,254.41,50.88,2023-12-02,2024-12-01,,
MRH_2022_00685,2022,2,Maison,80,2,Confort,300,262.04,52.41,2024-12-02,2025-12-01,,
MRH_2022_00686,2022,0,Appartement,43,1,Confort,500,128.64,25.73,2022-10-02,2023-10-01,,
MRH_2022_00686,2022,1,Appartement,43,1,Confort,500,132.5,26.5,2023-10-02,2024-10-01,,
MRH_2022_00686,2022,2,Appartement,43,1,Confort,500,136.47,27.29,2024-10-02,2025-10-01,,
MRH_2022_00687,2022,0,Appartement,100,2,Premium,300,308.75,61.75,2022-09-04,2023-09-03,,
MRH_2022_00687,2022,1,Appartement,100,2,Premium,300,318.01,63.6,2023-09-04,2024-09-03,,
MRH_2022_00687,2022,2,Appartement,100,2,Premium,300,327.55,65.51,2024-09-04,2025-09-03,,
MRH_2022_00688,2022,0,Maison,145,4,Confort,300,411.12,82.22,2022-06-12,2023-06-11,,
MRH_2022_00688,2022,1,Maison,145,4,Confort,300,423.45,84.69,2023-06-12,2024-06-11,,
MRH_2022_00688,2022,2,Maison,145,4,Confort,300,436.16,87.23,2024-06-12,2025-06-11,,
MRH_2022_00689,2022,0,Appartement,87,3,Confort,150,253.55,50.71,2022-08-23,2023-08-22,,
MRH_2022_00689,2022,1,Appartement,87,3,Confort,150,261.16,52.23,2023-08-23,2024-08-22,,
MRH_2022_00689,2022,2,Appartement,87,3,Confort,150,268.99,53.8,2024-08-23,2025-08-22,,
MRH_2022_00690,2022,0,Maison,132,3,Confort,150,371.8,74.36,2022-04-15,2023-04-14,,
MRH_2022_00690,2022,1,Maison,132,3,Confort,150,225.58,45.12,2023-04-15,2023-11-15,2023-11-15,Prix trop élevé
MRH_2022_00691,2022,0,Appartement,76,2,Confort,500,187.04,37.41,2022-03-28,2023-03-27,,
MRH_2022_00691,2022,1,Appartement,76,2,Confort,500,192.65,38.53,2023-03-28,2024-03-27,,
MRH_2022_00691,2022,2,Appartement,76,2,Confort,500,198.43,39.69,2024-03-28,2025-03-27,,
MRH_2022_00692,2022,0,Appartement,61,3,Confort,300,191.5,38.3,2022-08-12,2023-08-11,,
MRH_2022_00692,2022,1,Appartement,61,3,Confort,300,197.25,39.45,2023-08-12,2024-08-11,,
MRH_2022_00692,2022,2,Appartement,61,3,Confort,300,203.16,40.63,2024-08-12,2025-08-11,,
MRH_2022_00693,2022,0,Appartement,66,4,Premium,300,297.5,59.5,2022-07-19,2023-07-18,,
MRH_2022_00693,2022,1,Appartement,66,4,Premium,300,306.43,61.29,2023-07-19,2024-07-18,,
MRH_2022_00693,2022,2,Appartement,66,4,Premium,300,315.62,63.12,2024-07-19,2025-07-18,,
MRH_2022_00694,2022,0,Appartement,69,3,Confort,500,187.22,37.44,2022-08-10,2023-08-09,,
MRH_2022_00694,2022,1,Appartement,69,3,Confort,500,192.84,38.57,2023-08-10,2024-08-09,,
MRH_2022_00694,2022,2,Appartement,69,3,Confort,500,198.62,39.72,2024-08-10,2025-08-09,,
MRH_2022_00695,2022,0,Appartement,69,2,Essentielle,150,180.76,36.15,2022-03-12,2023-03-11,,
MRH_2022_00695,2022,1,Appartement,69,2,Essentielle,150,186.18,37.24,2023-03-12,2024-03-11,,
MRH_2022_00695,2022,2,Appartement,69,2,Essentielle,150,191.77,38.35,2024-03-12,2025-03-11,,
MRH_2022_00696,2022,0,Maison,92,2,Confort,300,264.1,52.82,2022-03-27,2023-03-26,,
MRH_2022_00696,2022,1,Maison,92,2,Confort,300,272.02,54.4,2023-03-27,2024-03-26,,
MRH_2022_00696,2022,2,Maison,92,2,Confort,300,280.18,56.04,2024-03-27,2025-03-26,,
MRH_2022_00697,2022,0,Maison,130,5,Confort,500,416.07,83.21,2022-05-12,2023-05-11,,
MRH_2022_00697,2022,1,Maison,130,5,Confort,500,428.55,85.71,2023-05-12,2024-05-11,,
MRH_2022_00697,2022,2,Maison,130,5,Confort,500,441.41,88.28,2024-05-12,2025-05-11,,
MRH_2022_00698,2022,0,Appartement,75,2,Essentielle,300,171.59,34.32,2022-08-18,2023-08-17,,
MRH_2022_00698,2022,1,Appartement,75,2,Essentielle,300,176.74,35.35,2023-08-18,2024-08-17,,
MRH_2022_00698,2022,2,Appartement,75,2,Essentielle,300,182.04,36.41,2024-08-18,2025-08-17,,
MRH_2022_00699,2022,0,Appartement,122,4,Premium,300,423.08,84.62,2022-03-01,2023-02-28,,
MRH_2022_00699,2022,1,Appartement,122,4,Premium,300,435.77,87.15,2023-03-01,2024-02-29,,
MRH_2022_00699,2022,2,Appartement,122,4,Premium,300,448.85,89.77,2024-03-01,2025-02-28,,
MRH_2022_00700,2022,0,Appartement,74,3,Essentielle,300,179.35,35.87,2022-10-22,2023-10-21,,
MRH_2022_00700,2022,1,Appartement,74,3,Essentielle,300,184.73,36.95,2023-10-22,2024-10-21,,
MRH_2022_00700,2022,2,Appartement,74,3,Essentielle,300,190.27,38.05,2024-10-22,2025-10-21,,
MRH_2022_00701,2022,0,Maison,62,3,Premium,300,302.9,60.58,2022-11-18,2023-11-17,,
MRH_2022_00701,2022,1,Maison,62,3,Premium,300,311.99,62.4,2023-11-18,2024-11-17,,
MRH_2022_00701,2022,2,Maison,62,3,Premium,300,268.52,53.7,2024-11-18,2025-09-18,2025-09-18,Prix trop élevé
MRH_2022_00702,2022,0,Appartement,78,1,Essentielle,300,156.78,31.36,2022-10-17,2023-10-16,,
MRH_2022_00702,2022,1,Appartement,78,1,Essentielle,300,161.48,32.3,2023-10-17,2024-10-16,,
MRH_2022_00702,2022,2,Appartement,78,1,Essentielle,300,166.33,33.27,2024-10-17,2025-10-16,,
MRH_2022_00703,2022,0,Appartement,95,3,Confort,150,266.75,53.35,2022-09-13,2023-09-12,,
MRH_2022_00703,2022,1,Appartement,95,3,Confort,150,274.75,54.95,2023-09-13,2024-09-12,,
MRH_2022_00703,2022,2,Appartement,95,3,Confort,150,283.0,56.6,2024-09-13,2025-09-12,,
MRH_2022_00704,2022,0,Maison,127,5,Premium,300,580.03,116.01,2022-07-05,2023-07-04,,
MRH_2022_00704,2022,1,Maison,127,5,Premium,300,597.43,119.49,2023-07-05,2024-07-04,,
MRH_2022_00704,2022,2,Maison,127,5,Premium,300,615.35,123.07,2024-07-05,2025-07-04,,
MRH_2022_00705,2022,0,Appartement,87,2,Confort,150,240.87,48.17,2022-04-24,2023-04-23,,
MRH_2022_00705,2022,1,Appartement,87,2,Confort,150,248.1,49.62,2023-04-24,2024-04-23,,
MRH_2022_00705,2022,2,Appartement,87,2,Confort,150,255.54,51.11,2024-04-24,2025-04-23,,
MRH_2022_00706,2022,0,Appartement,66,3,Essentielle,500,155.62,31.12,2022-12-14,2023-12-13,,
MRH_2022_00706,2022,1,Appartement,66,3,Essentielle,500,160.29,32.06,2023-12-14,2024-12-13,,
MRH_2022_00706,2022,2,Appartement,66,3,Essentielle,500,165.1,33.02,2024-12-14,2025-12-13,,
MRH_2022_00707,2022,0,Appartement,72,4,Premium,150,342.06,68.41,2022-10-25,2023-10-24,,
MRH_2022_00707,2022,1,Appartement,72,4,Premium,150,352.32,70.46,2023-10-25,2024-10-24,,
MRH_2022_00707,2022,2,Appartement,72,4,Premium,150,334.06,66.81,2024-10-25,2025-09-25,2025-09-25,Concurrent moins cher
MRH_2022_00708,2022,0,Appartement,92,3,Confort,300,238.0,47.6,2022-04-06,2023-04-05,,
MRH_2022_00708,2022,1,Appartement,92,3,Confort,300,245.14,49.03,2023-04-06,2024-04-05,,
MRH_2022_00708,2022,2,Appartement,92,3,Confort,300,252.49,50.5,2024-04-06,2025-04-05,,
MRH_2022_00709,2022,0,Appartement,74,3,Confort,500,194.12,38.82,2022-04-01,2023-03-31,,
MRH_2022_00709,2022,1,Appartement,74,3,Confort,500,199.94,39.99,2023-04-01,2024-03-31,,
MRH_2022_00709,2022,2,Appartement,74,3,Confort,500,205.94,41.19,2024-04-01,2025-03-31,,
MRH_2022_00710,2022,0,Appartement,45,3,Confort,150,184.25,36.85,2022-11-22,2023-11-21,,
MRH_2022_00710,2022,1,Appartement,45,3,Confort,150,189.78,37.96,2023-11-22,2024-11-21,,
MRH_2022_00710,2022,2,Appartement,45,3,Confort,150,195.47,39.09,2024-11-22,2025-11-21,,
MRH_2022_00711,2022,0,Appartement,57,1,Essentielle,150,147.43,29.49,2022-10-24,2023-10-23,,
MRH_2022_00711,2022,1,Appartement,57,1,Essentielle,150,151.85,30.37,2023-10-24,2024-10-23,,
MRH_2022_00711,2022,2,Appartement,57,1,Essentielle,150,156.41,31.28,2024-10-24,2025-10-23,,
MRH_2022_00712,2022,0,Appartement,47,2,Confort,150,178.17,35.63,2022-06-17,2023-06-16,,
MRH_2022_00712,2022,1,Appartement,47,2,Confort,150,183.52,36.7,2023-06-17,2024-06-16,,
MRH_2022_00712,2022,2,Appartement,47,2,Confort,150,79.75,15.95,2024-06-17,2024-11-17,2024-11-17,Prix trop élevé
MRH_2022_00713,2022,0,Appartement,81,3,Confort,150,243.65,48.73,2022-05-12,2023-05-11,,
MRH_2022_00713,2022,1,Appartement,81,3,Confort,150,250.96,50.19,2023-05-12,2024-05-11,,
MRH_2022_00713,2022,2,Appartement,81,3,Confort,150,258.49,51.7,2024-05-12,2025-05-11,,
MRH_2022_00714,2022,0,Appartement,87,2,Confort,150,240.87,48.17,2022-09-07,2023-09-06,,
MRH_2022_00714,2022,1,Appartement,87,2,Confort,150,248.1,49.62,2023-09-07,2024-09-06,,
MRH_2022_00714,2022,2,Appartement,87,2,Confort,150,255.54,51.11,2024-09-07,2025-09-06,,
MRH_2022_00715,2022,0,Appartement,65,4,Premium,300,295.26,59.05,2022-05-22,2023-05-21,,
MRH_2022_00715,2022,1,Appartement,65,4,Premium,300,304.12,60.82,2023-05-22,2024-05-21,,
MRH_2022_00715,2022,2,Appartement,65,4,Premium,300,313.24,62.65,2024-05-22,2025-05-21,,
MRH_2022_00716,2022,0,Appartement,33,2,Essentielle,300,120.72,24.14,2022-09-10,2023-09-09,,
MRH_2022_00716,2022,1,Appartement,33,2,Essentielle,300,124.34,24.87,2023-09-10,2024-09-09,,
MRH_2022_00716,2022,2,Appartement,33,2,Essentielle,300,128.07,25.61,2024-09-10,2025-09-09,,
MRH_2022_00717,2022,0,Appartement,74,2,Essentielle,300,170.38,34.08,2022-09-20,2023-09-19,,
MRH_2022_00717,2022,1,Appartement,74,2,Essentielle,300,175.49,35.1,2023-09-20,2024-09-19,,
MRH_2022_00717,2022,2,Appartement,74,2,Essentielle,300,180.76,36.15,2024-09-20,2025-09-19,,
MRH_2022_00718,2022,0,Maison,110,3,Confort,150,335.5,67.1,2022-07-15,2023-07-14,,
MRH_2022_00718,2022,1,Maison,110,3,Confort,150,345.56,69.11,2023-07-15,2024-07-14,,
MRH_2022_00718,2022,2,Maison,110,3,Confort,150,355.93,71.19,2024-07-15,2025-07-14,,
MRH_2022_00719,2022,0,Appartement,87,3,Essentielle,500,180.25,36.05,2022-10-17,2023-10-16,,
MRH_2022_00719,2022,1,Appartement,87,3,Essentielle,500,185.66,37.13,2023-10-17,2024-10-16,,
MRH_2022_00719,2022,2,Appartement,87,3,Essentielle,500,191.23,38.25,2024-10-17,2025-10-16,,
MRH_2022_00720,2022,0,Maison,124,1,Premium,300,360.23,72.05,2022-03-28,2023-03-27,,
MRH_2022_00720,2022,1,Maison,124,1,Premium,300,371.04,74.21,2023-03-28,2024-03-27,,
MRH_2022_00720,2022,2,Maison,124,1,Premium,300,382.17,76.43,2024-03-28,2025-03-27,,
MRH_2022_00721,2022,0,Appartement,82,3,Confort,150,245.3,49.06,2022-02-01,2023-01-31,,
MRH_2022_00721,2022,1,Appartement,82,3,Confort,150,252.66,50.53,2023-02-01,2024-01-31,,
MRH_2022_00721,2022,2,Appartement,82,3,Confort,150,260.24,52.05,2024-02-01,2025-01-31,,
MRH_2022_00722,2022,0,Appartement,133,1,Confort,150,280.03,56.01,2022-08-04,2023-08-03,,
MRH_2022_00722,2022,1,Appartement,133,1,Confort,150,288.43,57.69,2023-08-04,2024-08-03,,
MRH_2022_00722,2022,2,Appartement,133,1,Confort,150,125.35,25.07,2024-08-04,2025-01-04,2025-01-04,Déménagement
MRH_2022_00723,2022,0,Maison,138,2,Premium,300,428.54,85.71,2022-11-12,2023-11-11,,
MRH_2022_00723,2022,1,Maison,138,2,Premium,300,112.47,22.49,2023-11-12,2024-02-12,2024-02-12,Concurrent moins cher
MRH_2022_00724,2022,0,Maison,50,2,Essentielle,300,173.61,34.72,2022-09-19,2023-09-18,,
MRH_2022_00724,2022,1,Maison,50,2,Essentielle,300,149.42,29.88,2023-09-19,2024-07-19,2024-07-19,Déménagement
MRH_2022_00725,2022,0,Appartement,51,2,Confort,150,184.44,36.89,2022-12-04,2023-12-03,,
MRH_2022_00725,2022,1,Appartement,51,2,Confort,150,189.97,37.99,2023-12-04,2024-12-03,,
MRH_2022_00725,2022,2,Appartement,51,2,Confort,150,195.67,39.13,2024-12-04,2025-12-03,,
MRH_2022_00726,2022,0,Maison,50,3,Confort,300,215.0,43.0,2022-08-22,2023-08-21,,
MRH_2022_00726,2022,1,Maison,50,3,Confort,300,221.45,44.29,2023-08-22,2024-08-21,,
MRH_2022_00726,2022,2,Maison,50,3,Confort,300,228.09,45.62,2024-08-22,2025-08-21,,
MRH_2022_00727,2022,0,Appartement,52,2,Essentielle,300,143.73,28.75,2022-02-15,2023-02-14,,
MRH_2022_00727,2022,1,Appartement,52,2,Essentielle,300,148.04,29.61,2023-02-15,2024-02-14,,
MRH_2022_00727,2022,2,Appartement,52,2,Essentielle,300,152.48,30.5,2024-02-15,2025-02-14,,
MRH_2022_00728,2022,0,Maison,139,3,Confort,150,383.35,76.67,2022-02-11,2023-02-10,,
MRH_2022_00728,2022,1,Maison,139,3,Confort,150,394.85,78.97,2023-02-11,2024-02-10,,
MRH_2022_00728,2022,2,Maison,139,3,Confort,150,406.7,81.34,2024-02-11,2025-02-10,,
MRH_2022_00729,2022,0,Appartement,61,4,Essentielle,500,172.22,34.44,2022-05-28,2023-05-27,,
MRH_2022_00729,2022,1,Appartement,61,4,Essentielle,500,177.39,35.48,2023-05-28,2024-05-27,,
MRH_2022_00729,2022,2,Appartement,61,4,Essentielle,500,182.71,36.54,2024-05-28,2025-05-27,,
MRH_2022_00730,2022,0,Maison,59,4,Premium,300,341.61,68.32,2022-03-01,2023-02-28,,
MRH_2022_00730,2022,1,Maison,59,4,Premium,300,351.86,70.37,2023-03-01,2024-02-29,,
MRH_2022_00730,2022,2,Maison,59,4,Premium,300,362.41,72.48,2024-03-01,2025-02-28,,
MRH_2022_00731,2022,0,Appartement,31,1,Essentielle,500,97.38,19.48,2022-12-19,2023-12-18,,
MRH_2022_00731,2022,1,Appartement,31,1,Essentielle,500,100.3,20.06,2023-12-19,2024-12-18,,
MRH_2022_00731,2022,2,Appartement,31,1,Essentielle,500,103.31,20.66,2024-12-19,2025-12-18,,
MRH_2022_00732,2022,0,Maison,142,2,Confort,300,335.35,67.07,2022-06-07,2023-06-06,,
MRH_2022_00732,2022,1,Maison,142,2,Confort,300,345.41,69.08,2023-06-07,2024-06-06,,
MRH_2022_00732,2022,2,Maison,142,2,Confort,300,355.77,71.15,2024-06-07,2025-06-06,,
MRH_2022_00733,2022,0,Appartement,86,2,Confort,300,217.55,43.51,2022-11-13,2023-11-12,,
MRH_2022_00733,2022,1,Appartement,86,2,Confort,300,224.08,44.82,2023-11-13,2024-11-12,,
MRH_2022_00733,2022,2,Appartement,86,2,Confort,300,230.8,46.16,2024-11-13,2025-11-12,,
MRH_2022_00734,2022,0,Maison,65,5,Confort,300,320.62,64.12,2022-08-04,2023-08-03,,
MRH_2022_00734,2022,1,Maison,65,5,Confort,300,221.67,44.33,2023-08-04,2024-04-04,2024-04-04,Insatisfaction service
MRH_2022_00735,2022,0,Appartement,70,3,Premium,500,245.18,49.04,2022-11-01,2023-10-31,,
